ms11586
ms02014
ms12673
ms11408
ms11469
ms11387
ms11342
ms08394
CcatM
ms12687
ms04622
ms12434
ms11337
ms07970
ms12702
ms12525
ms11512
BcurF
ms12465
ms11463
ms11333
ms07331
ms11441
ms12482
ms11495
ms11464
ms06093
ms12553
ms12451
ms11510
ms11330
ms11271
ms12361
ms11508
ms11383
ms12705
ms12547
ms08333
ms12569
ms11492
ms11293
ms08770
ms11272
ms11264
ms11212
ms08322
ms11363
ms11317
ms12690
ms12614
ms11454
ms11368
ms11354
ms11169
ms12733
ms11455
ms11357
ms11252
ms12025
ms11287
ms11181
ms12726
ms12666
ms12664
ms11465
ms11269
ms11376
ms11219
ms11154
ms08001
ms11443
ms11435
ms08405
ms08335
ms06238
ms12713
ms11513
ms11256
ms11168
ms12577
ms12533
ms11239
ms11498
ms11315
ms07974
ms07805
ms12623
ms11286
ms08369
ms12338
ms12002
ms11251
ms11247
ms11187
ms12575
ms11496
ms11511
ms11221
ms12436
ms11238
ms11235
ms11462
ms11297
ms11161
ms07797
ms04503
ms12558
ms11414
ms11159
ms06191
ms11517
ms11438
ms11427
ms11405
ms11295
ms11202
ms07999
ms12716
ms12660
ms12628
ms12365
ms12319
ms11534
ms11506
ms11375
ms12335
ms11514
ms11377
ms11253
ms08401
ms08345
ms08343
ms07240
ms12530
ms12337
ms11487
ms11485
ms08332
ms12621
ms12283
ms11552
ms11499
ms11397
ms11346
ms11306
ms08433
ms08330
ms12748
ms11294
ms12620
ms11500
ms11409
ms08360
ms08359
ms07918
ms11398
ms08777
ms08358
ms08389
ms08367
ms08366
ms08334
ms04391
ms11316
ms11309
ms11303
ms11268
ms11222
ms08371
ms08349
ms08340
ms07264
ms12492
ms11504
ms11442
ms04608
ms11259
ms11262
ms03486
ms12458
ms11472
ms11326
ms07994
ms12648
ms12454
ms12358
ms12353
ms11198
ms11160
ms08356
ms08347
ms04452
LatiM2
ms11193
ms08891
ms08384
ms08002
ms04576
ms01984
ms12650
ms11509
ms11451
ms11323
ms08909
ms06196
ms11518
ms11476
ms11384
ms11328
ms08787
ms08454
ms11367
ms11203
ms12555
ms12184
ms11470
ms11373
ms11230
ms07992
ms07960
ms04381
ms12638
ms11389
ms11220
ms11153
ms08395
ms11477
ms11417
ms11395
ms08337
ms03912
ms11233
ms09149
ms12651
ms11578
ms11301
ms08914
ms11340
ms08931
ms03462
ms11436
ms07249
ms12584
ms11372
ms08325
ms12715
ms12362
ms11631
ms11501
ms11452
ms11407
ms11361
ms11280
ms11250
ms07299
ms12722
ms12333
ms12300
ms11505
ms07759
ms12564
ms12562
ms11507
ms11260
ms08348
ms11516
ms11200
ms08362
ms12550
ms08655
ms08410
ms03756
ms12611
ms12602
ms12441
ms08003
ms11515
ms11440
ms11298
ms11249
ms08385
ms08346
ms05175
ms03760
ms12667
ms12354
ms11444
ms11266
ms08381
ms08336
ms11366
ms03456
ms12546
ms11308
ms11284
ms11175
ms11535
ms11300
ms11283
ms11176
ms07313
ms11494
ms08352
ms07831
ms07802
ms11484
ms11422
ms11307
ms03455
ms12642
ms11359
ms11327
ms08871
ms12635
ms11305
ms11258
ms12624
ms11290
ms11623
ms11502
ms07967
ms12587
ms12435
ms12380
ms07190
ms12588
ms12231
ms11350
ms12723
ms11497
ms01477
ms11391
ms03807
ms12391
ms08351
ms07776
ms02051
ms12634
ms11177
ms08583
ms08011
ms04617
ms12721
ms11164
ms08361
ms06240
ms12609
ms12301
ms11588
ms11421
ms07303
ms11236
ms08000
ms07962
ms07961
ms11292
ms12674
ms11322
ms08590
ms06186
ms11179
ms08474
ms12433
ms11214
ms11201
ms11432
ms11352
ms08374
ms12560
ms06124
ms03781
ms12559
ms12456
ms11382
ms11279
ms08324
ms11548
ms11426
ms11274
ms11231
ms08671
ms11170
ms07959
ms12567
ms12461
ms12332
ms12331
ms11446
ms12610
ms12277
ms11374
ms11234
ms09158
ms08365
ms11489
ms12631
ms12417
ms11173
ms11232
ms11450
ms11419
ms07698
ms08924
ms08355
ms12682
ms12612
ms11448
ms11370
ms11192
ms11158
ms08665
ms12308
ms08399
ms04482
ms12669
ms12645
ms11657
ms11583
ms11483
ms11321
ms11237
ms07149
ms11171
ms08341
ms08328
ms08326
ms07300
ms01979
ms12812
ms11371
ms11199
ms08611
ms12008
ms08876
ms08425
ms08368
ms12622
ms11206
ms08666
ms08338
ms11310
ms08364
ms07929
ms08595
ms08363
ms11641
ms11437
ms12382
ms11381
ms11208
ms11194
ms08884
ms12708
ms11449
ms11314
ms07941
ms01982
ms12389
ms12351
ms08950
ms07912
ms12470
ms11386
ms11267
ms08918
ms03480
ms12393
ms11653
ms11165
ms11156
ms04496
ms11390
ms08663
ms08377
ms08354
ms08353
ms08327
ms12659
ms12327
ms11273
ms09150
ms08375
ms06134
ms12798
ms12636
ms12346
ms12278
ms11345
ms01424
ms12714
ms09098
ms08672
ms01860
ms12658
ms12592
ms12554
ms12388
ms12377
ms11638
ms11257
ms08323
ms08012
ms12383
ms12680
ms12633
ms09083
ms05174
AludF103
ms08668
ms08386
ms08376
ms07809
ms11467
ms11278
ms04717
ms04571
ms11611
ms08969
ms08380
ms07158
ms12446
ms11972
ms11445
ms11182
ms02024
ms12703
ms09167
ms07911
ms03111
ms11456
ms11167
ms08594
ms07296
ms04632
ms04624
Ahad2M3
ms12657
ms11606
ms03109
ms12694
ms12539
ms11482
ms11478
ms12390
ms12381
ms12379
ms12363
ms11968
ms11460
ms11406
ms08383
ms04495
ms12430
ms11540
ms11343
ms06245
ms06188
ms01094
ms03843
ms12378
ms11615
ms11147
ms08010
ms12537
ms07135
ms12491
ms12427
ms08373
ms08350
ms12720
ms12585
ms12272
ms11186
ms08664
ms06239
ms12526
ms12273
ms12005
ms11541
ms11325
ms11225
ms11155
ms08786
ms08372
ms12561
ms11471
ms11401
ms11355
ms11291
ms11174
ms09157
ms08379
ms11447
ms01861
ms11642
ms12649
ms12532
ms11360
ms12670
ms12371
ms08767
ms12751
ms12734
ms12679
ms12284
ms11654
ms11261
ms11139
ms08006
ms07982
ms12688
ms12515
ms12392
ms08409
ms08397
ms08329
ms12725
ms12617
ms12428
ms12274
ms11969
ms12330
ms11640
ms12653
ms11281
ms07350
ms12271
ms12700
ms12384
ms12779
ms12395
ms07707
ms01577
ms12709
ms12402
ms11380
ms09091
ms08587
ms08921
ms08609
Acur2F3
ms08600
ms12534
ms08963
ms12730
ms12370
ms12368
ms11963
ms11551
ms11210
ms01461
ms12643
ms12366
ms07187
ms02016
ms12233
ms11568
ms12647
ms12608
ms12453
ms11967
ms11285
ms09102
ms08929
ms06251
ms08933
ms12325
ms11481
ms07705
ms12501
ms11207
ms11334
ms08707
ms08007
ms12711
ms11648
ms11603
ms12387
ms11403
ms12540
ms11530
ms11226
ms11130
ms12372
ms08783
ms07706
ms06271
ms11630
ms07993
ms12728
ms12386
ms12374
ms12367
ms11979
ms12724
ms11320
ms12394
ms08009
ms12820
ms12646
ms11215
ms11140
ms11111
ms12644
ms12563
ms07998
ms01852
ms12732
ms12580
ms12429
ms11166
ms07958
ms11241
ms08005
ms12719
ms11556
ms12698
ms12693
ms11413
ms11356
ms08805
ms08382
ms06258
ms12406
ms08804
ms08789
ms01427
ms12201
ms08926
ms08392
ApsiF3
ms11439
ms11183
ms12411
ms07963
ms04674
ms12396
ms11116
ms11660
ms03457
ms04575
ms01295
ms12326
ms12275
ms12784
ms12746
ms12663
ms12637
ms11304
ms12527
ms11335
ms03097
ms12529
ms12009
ms12706
ms12507
ms12415
ms12339
ms11336
ms01158
ms11246
ms07164
ms12810
ms12707
ms11618
ms08008
ms06255
ms12421
ms11312
ms03762
ms11185
ms12524
ms11148
ms06234
ms12780
ms12085
ms12026
ms11400
ms12712
ms12632
ms12519
ms12655
ms12528
ms02046
ms12227
ms12556
ms12230
ms12778
ms12731
ms12225
ms12375
ms11971
ms12568
ms12418
AlepF1
ms12826
ms12783
ms12425
ms12376
ms12211
ms11141
ms12678
ms12268
ms11457
ms08785
ms12809
ms12522
ms12006
ms07909
ms12237
ms11557
ms12785
ms12764
ms12506
ms12503
ms08339
ms12510
ms12269
ms12267
ms12206
ms11619
ms12413
ms11142
ms12814
ms12403
ms12298
ms12811
ms12701
ms12654
ms12279
ms11650
ms02017
ms12397
ms11172
ms12541
ms12401
ms12369
ms12228
ms11243
ms07704
ms04477
ms12788
ms12521
ms12409
ms12405
ms12385
ms11978
ms07712
ms12509
ms12419
ms12777
ms12513
ms12322
ms08321
ms12817
ms12675
ms12432
ms12169
ms12069
ms08004
ms12710
ms12414
ms12172
ms11561
ms09122
ms09121
ms12803
ms11948
ms11589
ms12699
ms12672
ms12505
ms12412
ms12323
ms12220
ms04715
ms12671
ms12408
ms12399
ms12320
ms11104
ms12681
ms12538
ms12514
ms12487
ms12459
ms12373
ms12276
ms11991
ms11622
ms11605
ms08413
ms01973
ms12639
ms12544
ms12215
ms11533
ms12755
ms12641
ms12504
ms12293
ms11998
ms11995
ms11954
ms11242
ms12829
ms12795
ms12791
ms12749
ms12727
ms12508
ms12348
ms11549
ms08766
ms08320
ms08307
ms07711
ms12787
ms12640
ms12582
ms12542
ms12536
ms12523
ms12516
ms12502
ms12455
ms12447
ms12400
ms12398
ms12297
ms12296
ms12264
ms12142
ms12023
ms12007
ms12001
ms11554
ms11553
ms08391
ms07821
ms07774
